audio_1,audio_2,similarity
T7fYnQEQQ7hB9C1U3sol.wav,yJR6UsH5TnxQ5ycq9O0G.wav,0.884227991104126
1WVLVeCruj7tu261yhHd.wav,FIwo7q7I1L9OzzINzt2F.wav,0.9271293878555298
WwKWUD24X5WBwV5Z0mIS.wav,WIt1I8pO1WG4kU3efgvG.wav,0.9229015111923218
v8HbqjJ636AXO3fjZZkn.wav,8x2MYH93DksbcCYyOM9w.wav,0.8713381290435791
6na1QZDnV8g6B0cOewHM.wav,CSxg52Uk6cw86PweoLwL.wav,0.9083288311958313
jw8f3JGGZDZ8m0jiI0Iw.wav,Tz3QigQh3xXNE8CLV4z2.wav,0.9636549949645996
qnZSo3pFajP10O7Nn6gA.wav,R7RrdevoGgF62AxWBa50.wav,0.9387208223342896
Z9Bz01kv5GKYeiS9QtBc.wav,IUY34CjFqX1H0CQ3PyOP.wav,0.9085403680801392
3NYRsaZIL3BS2f5w7ByG.wav,l9pSlwF2RsE00SGv0jqv.wav,0.9167193174362183
kunKdsZ4ga8U3n9uX3Co.wav,OyORR4ckul8p5Gg4R2Yl.wav,0.8064093589782715
E037ANkU0Or7NOdwgGDB.wav,U1QZ7xZpzR007tYTgihc.wav,0.7105906009674072
2ngJ445DschUALn1LUbk.wav,TxFHX3b114z4cPwCvZqG.wav,0.8088239431381226
jLZw577l3EZKLXqA0NuL.wav,5aJ11QSIGNI3gC9fCgOA.wav,0.8729646801948547
l03IwJtKBru9VsjSy83K.wav,LDf96Lh1dfIUgp01rRnC.wav,0.9596979022026062
GR7hbPtw0H8u9Auu3lsW.wav,LyA79Di28UqeUzol0QhQ.wav,0.8853176832199097
6wfxDcgp2pqjdxyY95I6.wav,BR4ererKcB3tkQCC993A.wav,0.7553389072418213
0m7n0AyLbONVkxK4PCJ1.wav,6Wv4rkPnoXkUZwxK6i18.wav,0.8559513688087463
2TzQw6eRXPdmo1jk1pV2.wav,ex2MFozZVfN7b15F2XYN.wav,0.8301534652709961
0g2fwx7FQHnrm3kJgeq9.wav,I2E15uOo8Cm2QfmeTNxR.wav,0.8216450810432434
njf7qMFMq2M65OTw2NgK.wav,InCV3ZCZUW333pkMuob2.wav,0.5894091129302979
28Q4zIiDfUAB5szR7sKc.wav,1iOe9OFRXgB3xhSE85Ro.wav,0.6181799173355103
wldDTRIOu77RiI78rx5J.wav,Y9b8LoqOFp0OBdk6uI7g.wav,0.7199887037277222
8x3dsf4QpjhWrCJB2L7Y.wav,pPAZ3v690UO0xujxeeGd.wav,0.6805472373962402
7n0yfsTUWWebu4ku3HQ3.wav,JY071oAuRHg1CVBzDO1F.wav,0.8729659914970398
ILb3CHO11wrh5BymFj2n.wav,5fxBCyo3dx0WvJ8Rr6CR.wav,0.8626157641410828
S5f0NmFFRO0Tuv47InmQ.wav,8Q0zqmj39KZmDBxiJN5D.wav,0.8450769782066345
9gv2I9VXYzE7AqjtWIR5.wav,QEZ1bA2UHXD4Tb3UT8mw.wav,0.6370020508766174
8pF1ISX0OXqdsFZ8S7YZ.wav,nS9qHqK206pIuxxbv6pT.wav,0.9246000051498413
8My9X0uCWtt7KrQHJOg1.wav,XeISPIIhNqhovR3887l3.wav,0.850157618522644
6g4c65PhR9TfWPKvVjjv.wav,uUlsJ0v33DboZc5uLvd8.wav,0.7085697054862976
bYz9ynys75h5Dek4ZWit.wav,ewFRP4R6WDSq6bBx51zx.wav,0.6301009654998779
9F3yw1gL3todBFplL5IT.wav,l9npFX83SukrVxHYcF29.wav,0.6735924482345581
0fjcj70nHF6RqsBreNg9.wav,HwupmX4U19wXkmhr2P4D.wav,0.7474657297134399
IFfbkCvZ43sp6gc67mZU.wav,6ktpyIc5eZ1VzxHN7tf3.wav,0.7578322887420654
g5Dt2lQrZUt1tvQ3HFl1.wav,Fe6KCJ4Un8w2iq0qVxDI.wav,0.8599838614463806
vyXlYZ6Z3kpLs9y0Q8pk.wav,XOn47eSDc83xAdY6nULe.wav,0.7704668641090393
fLTKijZaEDL53TG91Ey0.wav,wymeibLT2N48b1GU5rTa.wav,0.6949622631072998
3KVzP7TU4ou2GwanPg4j.wav,KkFd8Q8v2OMvGjktu5F0.wav,0.6158812046051025
76a6Uevvj3pmC5iluYSg.wav,uO6YmZOm5ipY570PVGeP.wav,0.8709505200386047
6g4c65PhR9TfWPKvVjjv.wav,iGe888o3BfJkBQXOi1ir.wav,0.9076260328292847
451BEXa3wJEY7QPhMTFU.wav,beVkqpM29b3Z6st7UmbD.wav,0.787505030632019
sIW4cd6Gp4ajFbR77tzQ.wav,dkgW9E6WRS8hlE1gdo1t.wav,0.8103601932525635
L801iSKnPjrkH1v3OKpt.wav,hrVGslavc6658gMVVy3J.wav,0.7799680233001709
hkvk3JN9U9xYa3YdT6Yl.wav,Tw09m2YvZsR1ArEvjS8N.wav,0.9115546345710754
mmMM0OdT9hZ55wM3QbMk.wav,OZM08l7jl4S5IINtiHXH.wav,0.9749162197113037
qWK0A0VlEV977rMKevUR.wav,FmB5ZqDuk02d6Jc3Vpeu.wav,0.9454448223114014
gWJHc0UpSlWX9y97T6eM.wav,OVNXLCug4J59z03IikvX.wav,0.6298689246177673
6iJbEzaEAfO7e983FkPI.wav,nGok33IyRbn9YJ33FGaV.wav,0.7326055765151978
jw8f3JGGZDZ8m0jiI0Iw.wav,vf53mpOt9zMmp1MA8uJb.wav,0.8992742896080017
12dC1hoTDUEDf94pcbZM.wav,EAs4vHYxZe7FX0Q3wly7.wav,0.6718695163726807
mrLC8sZGaximP5gO72p7.wav,FS2N782eexWlef4LCnQM.wav,0.8853538036346436
Ka9anlVxjBoko6tn06s0.wav,R2eAEFJoTNWn5WPd0y51.wav,0.8423263430595398
43PQ4wJuLlMB5LCeUAc7.wav,5BlG2w84pSeoJ4qHVbwv.wav,0.9372619390487671
mdm1rIJVnU7VR9NeOl37.wav,NiO6T10IIq2LGQ2Jlrhb.wav,0.9728963375091553
SS69A1oYN5qeHbcYNO4v.wav,HK7FoJLmWG54aoJfi70k.wav,0.8133638501167297
NIAe1ZYza75px3SMIrX7.wav,dqmd60QnArEV9v8qo1Xd.wav,0.5449206233024597
82kushpFaQK4aALN3V0n.wav,Y3wOsX9xu8fK0OUYOE2W.wav,0.8869711756706238
0g2fwx7FQHnrm3kJgeq9.wav,J5Xt1N6ET30auPURaYWZ.wav,0.826071560382843
QUq76i0PFpIM7d9bEpdC.wav,gsk0r2nLrR3R93HprSkD.wav,0.865343451499939
0g2fwx7FQHnrm3kJgeq9.wav,IdBHd1M78pVBb11MKfaZ.wav,0.8240154981613159
MUT2nH1MAf7Gz3qm7kJO.wav,8IzEo7BryH52F9ANmWpm.wav,0.9350222945213318
bwdr8XKm9rk15fz0hHzS.wav,1uL96QNM2KOyA2OKuBNa.wav,0.8616721630096436
0gpFje8m7hedsiE8tk8w.wav,tf4H9rQPkAKhLu2O3c8b.wav,0.8544070720672607
Hw945PrXNupybay30pwr.wav,wjq66EyOuIgeiY7Qs61R.wav,0.721838116645813
G9bqaz5Er9MBl7tc0MDe.wav,qoRH0O0Ln9wMPWL5AN7O.wav,0.9194721579551697
4qbFF0f2Rg6jvfLEn6RC.wav,2fB2903pAsGIXJbrXwzT.wav,0.8715474009513855
li4VKYU4HATGw04YGOe7.wav,gWG63gpj5QRO9W2xwZZy.wav,0.9402111768722534
1E6quM7XRngO0O8ZiYWh.wav,vvv033BeAbb1GyeHy5gr.wav,0.8454092741012573
6ela6sWoQNZ1j1lIEW7m.wav,UebrKOO8Dg6M5b6GpD2U.wav,0.7954685688018799
SL4TaUZs42kt3jZHQua4.wav,ETxaOaG0cumwdI7390PZ.wav,0.7729964256286621
0BcVxj1lM4CbCTpbf38W.wav,RdSQ3I2Pi8vwP5ZAYo8o.wav,0.8875410556793213
vRudZCU0pf1W0dRH6r0K.wav,KXIPQ40R4U8UivAUKRJ1.wav,0.8065088987350464
MTKeJ2jhFz84d5Cvxy6b.wav,Za0LDdJ4OWt3MKO9DqJ6.wav,0.9179943799972534
WF03Qd6njZEQnkyPr25q.wav,PSzLcacE177n37DIDysp.wav,0.9585097432136536
29thWmR2mFdc7H3HsREX.wav,j2kdpjb508cKdYfNybp0.wav,0.7512332201004028
7YIE3unvZOVW6vLo0UU8.wav,OOm3kUSSzbzpFjE39Q31.wav,0.9457259178161621
TjYC8QLPMb5EJR0daH47.wav,dI5IC1JA2Nk5r3DRLqlM.wav,0.8270459175109863
CUDOO98cax5pw4FPMX8g.wav,0o4sES6ObmngVc2ZRdu4.wav,0.8896569013595581
Dx5o5haaXS5yhOiEV89R.wav,UebrKOO8Dg6M5b6GpD2U.wav,0.7214280366897583
d4KAqnuP372W6chxdcrS.wav,DMjV01lt3XDq8wjnUd9S.wav,0.7434104681015015
vfOm6zlL0fBd03VNDCC9.wav,mP7rQrlFQKTBWsI208n6.wav,0.947612464427948
pGe6d3ON5fXQS4p9ZhAP.wav,YXo66TaLxfVqIj2um91d.wav,0.9158306121826172
l11n57QkbgHXhBl2vrrS.wav,gqwwQrm4LvzUK96zde74.wav,0.6998406648635864
9n7GyPpqOM8HJ5iZ7seM.wav,vf53mpOt9zMmp1MA8uJb.wav,0.9036704301834106
047smpikmjxWa4u2YOvO.wav,xZ2ChMne295ZIumHxd2N.wav,0.9189635515213013
37HpGw2uKtgRAeYy9i6n.wav,PYTE5aAl8IIN5ikmw79Z.wav,0.9615085124969482
cvCSR9IxfwC2u0jg18mz.wav,5BU7k90TESYb2Cjnkyfw.wav,0.902996838092804
61Hv9C8KjHrUKGLW8sgi.wav,co3oZBg4cx2EhR1mY5ue.wav,0.5372356176376343
9ijGQBt6fA0RkdaK5DP6.wav,mbeEJFU9H1bva0K7q8en.wav,0.7499161958694458
mmMM0OdT9hZ55wM3QbMk.wav,b3iWV5i6a4jpIYcGQTt1.wav,0.7801176309585571
eI2hrv3AXGDa7kv9R9do.wav,Xl7f9Sx1CKGYLOWYc6D1.wav,0.8875678777694702
jLZw577l3EZKLXqA0NuL.wav,PD9ANWYYgmuw7v3t8u0V.wav,0.8099684715270996
TCtqqCsba2uI81M5vno2.wav,mhadPeI9RBE7nUL59H7W.wav,0.8760141730308533
ks9HPIgv4ZAaSq5WUI01.wav,gAFt1yLm0Z04OenjAK6u.wav,0.9106593728065491
i1ZVa6IpB58shkm2YVsp.wav,7xDAzx5yoNph6Het2nW2.wav,0.853238582611084
7NB10lT1kNnKTAzaad8D.wav,7a8lbGY6MK6KCu9qaRAC.wav,0.9610799551010132
c4zzYtL7S9cfq3EAlK0h.wav,pia9eD2XUjQXi3ix59RA.wav,0.9440380930900574
oo2Qy8gUwx7FfU36SHrB.wav,6g4c65PhR9TfWPKvVjjv.wav,0.9163591861724854
LwWBTQ2AJVHfC5m5Au38.wav,W3Sz71Q1GM8wIoCscJhP.wav,0.8582330942153931
WSHj2ZE7dz19NjYdi1bF.wav,95sKxtrT3cy4iqXhO5MP.wav,0.8556516170501709
18Z3q6SPlpREA7xypyAy.wav,qOm0KOUT2RlIRmq78H9J.wav,0.7175196409225464
01ATK7uYbPSRy3fL6MMv.wav,PHznS92J5Ex2KbMPSVh4.wav,0.8544118404388428
8WfKGK3QXYecS1TLkj16.wav,S3pUrS3HJ3AH8tVWZC2K.wav,0.8177593946456909
khx9f56DLEUtFgD9nZs3.wav,pU6ZQi6qsE2b7Lv9MOdP.wav,0.8899028301239014
FjqxSJW9eZ230zXCq6Df.wav,oHCvYECsAY0lh05tD7l4.wav,0.7398514747619629
beiCT8ke8y9eH5xLrEf6.wav,gbC3Sn3urfOHph1WG3N6.wav,0.8559697866439819
TuydPyz6B1Bkv6DD04hB.wav,F9TZD05x30ItQcDfOCLi.wav,0.8791221976280212
6oW6QS7vgko66BEciECz.wav,yR2tNQ7rpTAmY771zPIR.wav,0.9662400484085083
VjDRPIU5LzWMx9f1vO66.wav,Tq5z2wQ770UbgGOaOiXg.wav,0.8261873722076416
16uLkrcPwIC1oL0Hjp3X.wav,zrh79ph4h5mTTS8XUrJY.wav,0.7642894983291626
SADm9c7y5tTL7Xsn5HJD.wav,7rOnSvXsD6t9EgSj95Dy.wav,0.7560513019561768
W9OOUdjk1fnM8nb6JU3V.wav,7hhaUviJuEvmy35pV14q.wav,0.8149775266647339
c83p27Skdr1FbCWoLstm.wav,2xLSAQ89ncaHGwE3acw6.wav,0.9111535549163818
PklV18IsxT9M2INfRk5X.wav,3mx1Ne1UdSLF1flEyG0R.wav,0.8807080388069153
jEmXQgwh2P11l0ZmU1ee.wav,tjxp8JEAW7suY2OUH0I6.wav,0.7460781931877136
V1l0tfoQb3RUFR66FoBB.wav,2nNHJ1yrj6RjJzdZ7I2a.wav,0.8232866525650024
zV1NXp2i6JOoYH0lrCH9.wav,JWBGa2brJxVt2Wo0yA27.wav,0.9635460376739502
14N3F8pnRMi7iBRCdGIa.wav,qQJSak1OZq3k5gv51EFS.wav,0.8055771589279175
SqnkUS2c25oiuKjb8FT1.wav,i1ZVa6IpB58shkm2YVsp.wav,0.884467363357544
Hh67VmThn1mKdyuBxW12.wav,5wX6lzHaLLbEeLvN7v66.wav,0.9243307113647461
BSQ969XC7IuoRrBouT7P.wav,j0TC8lNbrc99LumFxX5E.wav,0.8370480537414551
wsjg5cWno3v2ZComl7J2.wav,g8C6I2Izu0lx9MyXaBRK.wav,0.8656073808670044
G9bqaz5Er9MBl7tc0MDe.wav,U7MzlGasBOEPr48tfZ85.wav,0.9211598634719849
9Dh1pByCzPhW2r4UzkA1.wav,6Uku1tzL7GCohBOBe3n7.wav,0.7214028239250183
93SS86slcVOxBBGrDG4E.wav,pi6zuVfN7Wr3uIbi3l8g.wav,0.9485113620758057
hpjxUZjx618xfLB10vJa.wav,UQs6W0Gpt2vqwoq9hQ0L.wav,0.8143426179885864
kunKdsZ4ga8U3n9uX3Co.wav,p37TgkrLf6O1uTZ6fnGj.wav,0.8816235065460205
OrFyHtBq72h87iot4EeA.wav,qkDYRqGwgwZv58s7N2w2.wav,0.7591789960861206
mFr7210KGHsRfGvh3Lgu.wav,k2DIV4Pbqe5Bbge89PwX.wav,0.8444246053695679
